table_source,evaluation_protocol,analysis_family,model_name,modality,modality_combination,feature_strategy,base_feature_set,ablation_name,removed_features,fusion_method,dataset,split,audit_model,control_method,prediction_source,calibration_method,n_samples,auroc,auprc,balanced_accuracy,sensitivity,specificity,f1,brier,ece,nll
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,logistic_l2_f80,multimodal,cough+speech,,,,,,,,,,,,314,0.795,0.665,0.699,0.775,0.623,0.605,0.228,0.209,1.246
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,logistic_smote_f80,multimodal,cough+speech,,,,,,,,,,,,310,0.738,0.585,0.692,0.762,0.622,0.599,0.260,0.247,1.642
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,logistic_smote_f80,multimodal,cough+speech,,,,,,,,,,,,314,0.797,0.668,0.690,0.804,0.575,0.599,0.225,0.218,1.275
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,extra_trees_f100,multimodal,cough+speech,,,,,,,,,,,,310,0.781,0.683,0.741,0.653,0.828,0.650,0.177,0.103,0.539
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,extra_trees_f100,multimodal,cough+speech,,,,,,,,,,,,314,0.843,0.732,0.747,0.725,0.769,0.658,0.167,0.133,0.513
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,extra_trees_smote_f100,multimodal,cough+speech,,,,,,,,,,,,310,0.780,0.682,0.748,0.663,0.833,0.660,0.181,0.112,0.548
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,extra_trees_smote_f100,multimodal,cough+speech,,,,,,,,,,,,314,0.839,0.744,0.757,0.745,0.769,0.670,0.171,0.157,0.525
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,random_forest_f80,multimodal,cough+speech,,,,,,,,,,,,310,0.795,0.711,0.760,0.673,0.847,0.677,0.175,0.113,0.532
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,random_forest_f80,multimodal,cough+speech,,,,,,,,,,,,314,0.828,0.730,0.752,0.725,0.778,0.664,0.169,0.128,0.518
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,random_forest_smote_f80,multimodal,cough+speech,,,,,,,,,,,,310,0.795,0.709,0.755,0.663,0.847,0.670,0.180,0.131,0.547
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,random_forest_smote_f80,multimodal,cough+speech,,,,,,,,,,,,314,0.835,0.740,0.735,0.706,0.764,0.643,0.175,0.152,0.534
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,svc_rbf_f60,multimodal,cough+speech,,,,,,,,,,,,310,0.822,0.698,0.769,0.653,0.885,0.691,0.154,0.079,0.478
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,svc_rbf_f60,multimodal,cough+speech,,,,,,,,,,,,314,0.860,0.761,0.802,0.755,0.849,0.730,0.140,0.072,0.440
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,,,,,,,,,,,,310,0.797,0.725,0.737,0.723,0.751,0.646,0.160,0.061,0.506
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+speech,,,,,,,,,,,,314,0.850,0.775,0.782,0.824,0.741,0.697,0.140,0.068,0.443
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,lightgbm_smote_f80,multimodal,cough+speech,,,,,,,,,,,,310,0.808,0.741,0.757,0.802,0.713,0.669,0.162,0.110,0.555
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,lightgbm_smote_f80,multimodal,cough+speech,,,,,,,,,,,,314,0.852,0.777,0.767,0.902,0.632,0.676,0.144,0.077,0.470
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,catboost_smote_f80,multimodal,cough+speech,,,,,,,,,,,,310,0.792,0.716,0.730,0.733,0.727,0.638,0.164,0.080,0.527
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,catboost_smote_f80,multimodal,cough+speech,,,,,,,,,,,,314,0.835,0.756,0.749,0.814,0.684,0.659,0.147,0.068,0.463
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,optuna_validation_search,multimodal,cough+speech,,,,,,,,,,,,310,0.803,0.685,0.750,0.802,0.699,0.661,0.170,0.096,0.515
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,optuna_validation_search,multimodal,cough+speech,,,,,,,,,,,,314,0.841,0.734,0.766,0.853,0.679,0.677,0.163,0.120,0.497
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,logistic_l2_f80,multimodal,breath+speech,,,,,,,,,,,,308,0.785,0.657,0.736,0.616,0.856,0.642,0.214,0.205,1.240
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,logistic_l2_f80,multimodal,breath+speech,,,,,,,,,,,,312,0.758,0.607,0.676,0.574,0.777,0.563,0.261,0.260,1.397
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,logistic_smote_f80,multimodal,breath+speech,,,,,,,,,,,,308,0.787,0.665,0.739,0.616,0.861,0.646,0.218,0.222,1.292
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,logistic_smote_f80,multimodal,breath+speech,,,,,,,,,,,,312,0.757,0.603,0.675,0.554,0.796,0.560,0.260,0.253,1.458
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,extra_trees_f100,multimodal,breath+speech,,,,,,,,,,,,308,0.740,0.646,0.718,0.646,0.789,0.618,0.177,0.060,0.534
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,extra_trees_f100,multimodal,breath+speech,,,,,,,,,,,,312,0.835,0.714,0.789,0.782,0.796,0.709,0.160,0.083,0.495
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,extra_trees_smote_f100,multimodal,breath+speech,,,,,,,,,,,,308,0.749,0.653,0.718,0.657,0.780,0.619,0.178,0.082,0.538
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,extra_trees_smote_f100,multimodal,breath+speech,,,,,,,,,,,,312,0.836,0.715,0.772,0.772,0.773,0.687,0.164,0.116,0.507
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,random_forest_f80,multimodal,breath+speech,,,,,,,,,,,,308,0.750,0.659,0.729,0.697,0.761,0.633,0.175,0.068,0.532
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,random_forest_f80,multimodal,breath+speech,,,,,,,,,,,,312,0.852,0.740,0.776,0.822,0.730,0.689,0.156,0.106,0.486
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,random_forest_smote_f80,multimodal,breath+speech,,,,,,,,,,,,308,0.755,0.669,0.719,0.677,0.761,0.620,0.177,0.098,0.537
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,random_forest_smote_f80,multimodal,breath+speech,,,,,,,,,,,,312,0.844,0.739,0.761,0.792,0.730,0.672,0.164,0.130,0.508
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,svc_rbf_f60,multimodal,breath+speech,,,,,,,,,,,,308,0.787,0.653,0.756,0.636,0.876,0.670,0.162,0.093,0.511
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,svc_rbf_f60,multimodal,breath+speech,,,,,,,,,,,,312,0.854,0.738,0.773,0.703,0.844,0.693,0.143,0.052,0.448
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,xgboost_smote_f80,multimodal,breath+speech,,,,,,,,,,,,308,0.797,0.739,0.767,0.697,0.837,0.683,0.152,0.070,0.513
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,xgboost_smote_f80,multimodal,breath+speech,,,,,,,,,,,,312,0.846,0.762,0.754,0.782,0.725,0.664,0.141,0.051,0.447
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,lightgbm_smote_f80,multimodal,breath+speech,,,,,,,,,,,,308,0.805,0.738,0.748,0.687,0.809,0.657,0.162,0.114,0.595
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,lightgbm_smote_f80,multimodal,breath+speech,,,,,,,,,,,,312,0.844,0.768,0.739,0.762,0.716,0.647,0.148,0.091,0.492
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,catboost_smote_f80,multimodal,breath+speech,,,,,,,,,,,,308,0.780,0.710,0.761,0.657,0.866,0.677,0.165,0.087,0.568
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,catboost_smote_f80,multimodal,breath+speech,,,,,,,,,,,,312,0.833,0.743,0.765,0.743,0.787,0.679,0.147,0.073,0.476
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,optuna_validation_search,multimodal,breath+speech,,,,,,,,,,,,308,0.803,0.676,0.747,0.737,0.756,0.655,0.215,0.207,1.499
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,optuna_validation_search,multimodal,breath+speech,,,,,,,,,,,,312,0.748,0.579,0.678,0.673,0.682,0.576,0.286,0.283,2.115
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,logistic_l2_f80,multimodal,cough+breath+speech,,,,,,,,,,,,307,0.800,0.679,0.745,0.576,0.913,0.655,0.195,0.187,1.116
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,logistic_l2_f80,multimodal,cough+breath+speech,,,,,,,,,,,,312,0.800,0.666,0.707,0.594,0.820,0.603,0.226,0.212,1.195
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,logistic_smote_f80,multimodal,cough+breath+speech,,,,,,,,,,,,307,0.803,0.678,0.748,0.727,0.769,0.658,0.192,0.186,1.135
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,logistic_smote_f80,multimodal,cough+breath+speech,,,,,,,,,,,,312,0.798,0.668,0.717,0.723,0.711,0.621,0.232,0.222,1.243
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,extra_trees_f100,multimodal,cough+breath+speech,,,,,,,,,,,,307,0.745,0.657,0.728,0.667,0.788,0.632,0.176,0.077,0.533
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,extra_trees_f100,multimodal,cough+breath+speech,,,,,,,,,,,,312,0.848,0.731,0.787,0.802,0.773,0.704,0.159,0.115,0.493
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,extra_trees_smote_f100,multimodal,cough+breath+speech,,,,,,,,,,,,307,0.747,0.658,0.732,0.667,0.798,0.638,0.178,0.098,0.539
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,extra_trees_smote_f100,multimodal,cough+breath+speech,,,,,,,,,,,,312,0.841,0.733,0.790,0.802,0.777,0.707,0.163,0.134,0.507
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,random_forest_f80,multimodal,cough+breath+speech,,,,,,,,,,,,307,0.749,0.666,0.738,0.697,0.779,0.645,0.175,0.070,0.532
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,random_forest_f80,multimodal,cough+breath+speech,,,,,,,,,,,,312,0.849,0.753,0.775,0.802,0.749,0.689,0.157,0.122,0.489
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,random_forest_smote_f80,multimodal,cough+breath+speech,,,,,,,,,,,,307,0.750,0.675,0.731,0.707,0.755,0.636,0.180,0.093,0.544
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,random_forest_smote_f80,multimodal,cough+breath+speech,,,,,,,,,,,,312,0.855,0.772,0.776,0.842,0.711,0.688,0.162,0.141,0.504
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,svc_rbf_f60,multimodal,cough+breath+speech,,,,,,,,,,,,307,0.805,0.693,0.758,0.616,0.899,0.674,0.155,0.063,0.488
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,svc_rbf_f60,multimodal,cough+breath+speech,,,,,,,,,,,,312,0.871,0.770,0.790,0.713,0.867,0.716,0.134,0.068,0.426
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,,,,,,,,,,,,307,0.800,0.739,0.750,0.586,0.913,0.663,0.151,0.085,0.504
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,xgboost_smote_f80,multimodal,cough+breath+speech,,,,,,,,,,,,312,0.864,0.817,0.788,0.723,0.853,0.712,0.125,0.054,0.413
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,lightgbm_smote_f80,multimodal,cough+breath+speech,,,,,,,,,,,,307,0.809,0.755,0.777,0.606,0.947,0.706,0.150,0.108,0.575
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,lightgbm_smote_f80,multimodal,cough+breath+speech,,,,,,,,,,,,312,0.870,0.813,0.807,0.743,0.872,0.739,0.129,0.080,0.431
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,catboost_smote_f80,multimodal,cough+breath+speech,,,,,,,,,,,,307,0.784,0.723,0.747,0.586,0.909,0.659,0.159,0.108,0.555
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,catboost_smote_f80,multimodal,cough+breath+speech,,,,,,,,,,,,312,0.849,0.785,0.790,0.713,0.867,0.716,0.134,0.055,0.445
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,optuna_validation_search,multimodal,cough+breath+speech,,,,,,,,,,,,307,0.830,0.740,0.772,0.606,0.938,0.698,0.149,0.091,0.477
strong_baseline_metrics,clean_internal_protocol,strong_feature_level_fusion,optuna_validation_search,multimodal,cough+breath+speech,,,,,,,,,,,,312,0.848,0.744,0.760,0.634,0.886,0.677,0.154,0.085,0.471
strong_baseline_metrics,clean_internal_protocol,strong_global_stacking,top_10_global_stack,multimodal,global_prediction_stack,,,,,top_global_uniform_mean,,,,,,,307,0.850,0.807,0.791,0.707,0.875,0.718,0.141,0.103,0.454
strong_baseline_metrics,clean_internal_protocol,strong_global_stacking,top_10_global_stack,multimodal,global_prediction_stack,,,,,top_global_uniform_mean,,,,,,,312,0.890,0.839,0.809,0.822,0.796,0.731,0.132,0.150,0.433
strong_baseline_metrics,clean_internal_protocol,strong_global_stacking,top_10_global_stack,multimodal,global_prediction_stack,,,,,top_global_validation_weighted_auroc,,,,,,,307,0.850,0.807,0.791,0.707,0.875,0.718,0.141,0.103,0.454
strong_baseline_metrics,clean_internal_protocol,strong_global_stacking,top_10_global_stack,multimodal,global_prediction_stack,,,,,top_global_validation_weighted_auroc,,,,,,,312,0.890,0.839,0.809,0.822,0.796,0.731,0.132,0.151,0.433
strong_baseline_metrics,clean_internal_protocol,strong_global_stacking,top_10_global_stack,multimodal,global_prediction_stack,,,,,top_global_stacked_logistic_validation,,,,,,,307,0.850,0.806,0.791,0.717,0.865,0.717,0.146,0.124,0.457
strong_baseline_metrics,clean_internal_protocol,strong_global_stacking,top_10_global_stack,multimodal,global_prediction_stack,,,,,top_global_stacked_logistic_validation,,,,,,,312,0.890,0.839,0.805,0.842,0.768,0.723,0.144,0.161,0.452
external_model_grid_beats_metrics,,,logistic_regression,cough,,all,,,,,,,,,,platt,8331,0.542,0.038,0.508,0.161,0.854,0.061,0.090,0.200,0.328
external_model_grid_beats_metrics,,,logistic_regression,cough,,drop_high_shift,,,,,,,,,,platt,8331,0.553,0.039,0.515,0.186,0.845,0.067,0.091,0.201,0.331
external_model_grid_beats_metrics,,,logistic_regression,cough,,top_stable_50,,,,,,,,,,platt,8331,0.503,0.033,0.497,0.347,0.647,0.061,0.141,0.283,0.448
external_model_grid_beats_metrics,,,logistic_regression,cough,,top_stable_80,,,,,,,,,,platt,8331,0.500,0.033,0.487,0.284,0.691,0.057,0.142,0.282,0.448
external_model_grid_beats_metrics,,,logistic_regression,cough,,top_stable_120,,,,,,,,,,platt,8331,0.499,0.033,0.490,0.270,0.709,0.057,0.141,0.274,0.443
external_model_grid_beats_metrics,,,random_forest,cough,,all,,,,,,,,,,platt,8331,0.470,0.031,0.468,0.302,0.634,0.052,0.110,0.252,0.387
external_model_grid_beats_metrics,,,random_forest,cough,,drop_high_shift,,,,,,,,,,platt,8331,0.471,0.031,0.470,0.319,0.621,0.053,0.115,0.260,0.397
external_model_grid_beats_metrics,,,random_forest,cough,,top_stable_50,,,,,,,,,,platt,8331,0.519,0.036,0.511,0.312,0.710,0.066,0.123,0.274,0.415
external_model_grid_beats_metrics,,,random_forest,cough,,top_stable_80,,,,,,,,,,platt,8331,0.493,0.032,0.503,0.218,0.788,0.061,0.123,0.269,0.414
external_model_grid_beats_metrics,,,random_forest,cough,,top_stable_120,,,,,,,,,,platt,8331,0.485,0.032,0.479,0.298,0.659,0.055,0.121,0.268,0.411
external_model_grid_beats_metrics,,,xgboost,cough,,all,,,,,,,,,,platt,8331,0.491,0.034,0.484,0.133,0.834,0.046,0.103,0.216,0.357
external_model_grid_beats_metrics,,,xgboost,cough,,drop_high_shift,,,,,,,,,,platt,8331,0.488,0.033,0.486,0.189,0.783,0.052,0.110,0.225,0.372
external_model_grid_beats_metrics,,,xgboost,cough,,top_stable_50,,,,,,,,,,platt,8331,0.511,0.035,0.500,0.242,0.759,0.060,0.136,0.275,0.436
external_model_grid_beats_metrics,,,xgboost,cough,,top_stable_80,,,,,,,,,,platt,8331,0.491,0.032,0.490,0.396,0.584,0.060,0.139,0.276,0.443
external_model_grid_beats_metrics,,,xgboost,cough,,top_stable_120,,,,,,,,,,platt,8331,0.487,0.033,0.492,0.200,0.784,0.055,0.133,0.268,0.430
external_model_grid_beats_metrics,,,lightgbm,cough,,all,,,,,,,,,,platt,8331,0.493,0.033,0.489,0.165,0.813,0.051,0.104,0.217,0.363
external_model_grid_beats_metrics,,,lightgbm,cough,,drop_high_shift,,,,,,,,,,platt,8331,0.481,0.032,0.486,0.193,0.779,0.052,0.109,0.223,0.374
external_model_grid_beats_metrics,,,lightgbm,cough,,top_stable_50,,,,,,,,,,platt,8331,0.513,0.035,0.507,0.193,0.822,0.062,0.131,0.260,0.424
external_model_grid_beats_metrics,,,lightgbm,cough,,top_stable_80,,,,,,,,,,platt,8331,0.506,0.033,0.492,0.337,0.647,0.060,0.131,0.259,0.424
external_model_grid_beats_metrics,,,lightgbm,cough,,top_stable_120,,,,,,,,,,platt,8331,0.495,0.033,0.488,0.295,0.682,0.057,0.125,0.251,0.411
external_model_grid_beats_metrics,,,catboost,cough,,all,,,,,,,,,,platt,8331,0.496,0.034,0.489,0.088,0.890,0.042,0.103,0.218,0.358
external_model_grid_beats_metrics,,,catboost,cough,,drop_high_shift,,,,,,,,,,platt,8331,0.495,0.033,0.503,0.253,0.753,0.061,0.110,0.229,0.374
external_model_grid_beats_metrics,,,catboost,cough,,top_stable_50,,,,,,,,,,platt,8331,0.516,0.036,0.507,0.225,0.790,0.063,0.133,0.272,0.431
external_model_grid_beats_metrics,,,catboost,cough,,top_stable_80,,,,,,,,,,platt,8331,0.499,0.033,0.503,0.421,0.584,0.064,0.134,0.271,0.433
external_model_grid_beats_metrics,,,catboost,cough,,top_stable_120,,,,,,,,,,platt,8331,0.494,0.033,0.494,0.312,0.675,0.060,0.132,0.266,0.427
external_model_grid_opensmile_egemaps_metrics,,,logistic_regression,cough,,all,,,,,,,,,,platt,8331,0.547,0.039,0.525,0.182,0.867,0.074,0.070,0.158,0.277
external_model_grid_opensmile_egemaps_metrics,,,logistic_regression,cough,,drop_high_shift,,,,,,,,,,platt,8331,0.552,0.039,0.517,0.211,0.823,0.068,0.080,0.180,0.303
external_model_grid_opensmile_egemaps_metrics,,,logistic_regression,cough,,top_stable_50,,,,,,,,,,platt,8331,0.478,0.032,0.481,0.186,0.776,0.050,0.123,0.271,0.414
external_model_grid_opensmile_egemaps_metrics,,,logistic_regression,cough,,top_stable_80,,,,,,,,,,platt,8331,0.502,0.034,0.495,0.232,0.759,0.058,0.111,0.251,0.386
external_model_grid_opensmile_egemaps_metrics,,,logistic_regression,cough,,top_stable_120,,,,,,,,,,platt,8331,0.547,0.039,0.525,0.182,0.867,0.074,0.070,0.158,0.277
external_model_grid_opensmile_egemaps_metrics,,,random_forest,cough,,all,,,,,,,,,,platt,8331,0.500,0.040,0.494,0.274,0.714,0.058,0.098,0.239,0.362
external_model_grid_opensmile_egemaps_metrics,,,random_forest,cough,,drop_high_shift,,,,,,,,,,platt,8331,0.524,0.037,0.516,0.323,0.709,0.068,0.100,0.244,0.368
external_model_grid_opensmile_egemaps_metrics,,,random_forest,cough,,top_stable_50,,,,,,,,,,platt,8331,0.539,0.041,0.510,0.270,0.751,0.065,0.105,0.255,0.380
external_model_grid_opensmile_egemaps_metrics,,,random_forest,cough,,top_stable_80,,,,,,,,,,platt,8331,0.524,0.037,0.518,0.302,0.735,0.069,0.106,0.256,0.383
external_model_grid_opensmile_egemaps_metrics,,,random_forest,cough,,top_stable_120,,,,,,,,,,platt,8331,0.507,0.041,0.497,0.225,0.770,0.058,0.097,0.238,0.361
external_model_grid_opensmile_egemaps_metrics,,,xgboost,cough,,all,,,,,,,,,,platt,8331,0.511,0.037,0.504,0.281,0.728,0.063,0.102,0.223,0.358
external_model_grid_opensmile_egemaps_metrics,,,xgboost,cough,,drop_high_shift,,,,,,,,,,platt,8331,0.533,0.036,0.513,0.340,0.687,0.067,0.093,0.214,0.341
external_model_grid_opensmile_egemaps_metrics,,,xgboost,cough,,top_stable_50,,,,,,,,,,platt,8331,0.536,0.036,0.489,0.098,0.881,0.044,0.107,0.245,0.377
external_model_grid_opensmile_egemaps_metrics,,,xgboost,cough,,top_stable_80,,,,,,,,,,platt,8331,0.528,0.036,0.496,0.098,0.894,0.048,0.106,0.240,0.373
external_model_grid_opensmile_egemaps_metrics,,,xgboost,cough,,top_stable_120,,,,,,,,,,platt,8331,0.513,0.037,0.507,0.393,0.620,0.065,0.102,0.224,0.359
external_model_grid_opensmile_egemaps_metrics,,,lightgbm,cough,,all,,,,,,,,,,platt,8331,0.508,0.037,0.489,0.218,0.761,0.055,0.099,0.223,0.356
external_model_grid_opensmile_egemaps_metrics,,,lightgbm,cough,,drop_high_shift,,,,,,,,,,platt,8331,0.514,0.034,0.503,0.284,0.722,0.062,0.093,0.214,0.343
external_model_grid_opensmile_egemaps_metrics,,,lightgbm,cough,,top_stable_50,,,,,,,,,,platt,8331,0.516,0.035,0.487,0.081,0.894,0.040,0.108,0.248,0.381
external_model_grid_opensmile_egemaps_metrics,,,lightgbm,cough,,top_stable_80,,,,,,,,,,platt,8331,0.516,0.035,0.502,0.375,0.628,0.063,0.106,0.239,0.374
external_model_grid_opensmile_egemaps_metrics,,,lightgbm,cough,,top_stable_120,,,,,,,,,,platt,8331,0.508,0.037,0.496,0.242,0.749,0.058,0.102,0.225,0.361
external_model_grid_opensmile_egemaps_metrics,,,catboost,cough,,all,,,,,,,,,,platt,8331,0.514,0.038,0.512,0.358,0.666,0.066,0.102,0.223,0.358
external_model_grid_opensmile_egemaps_metrics,,,catboost,cough,,drop_high_shift,,,,,,,,,,platt,8331,0.516,0.035,0.505,0.218,0.793,0.062,0.095,0.214,0.343
external_model_grid_opensmile_egemaps_metrics,,,catboost,cough,,top_stable_50,,,,,,,,,,platt,8331,0.545,0.037,0.507,0.165,0.849,0.061,0.107,0.245,0.377
external_model_grid_opensmile_egemaps_metrics,,,catboost,cough,,top_stable_80,,,,,,,,,,platt,8331,0.528,0.035,0.500,0.126,0.873,0.054,0.106,0.236,0.370
external_model_grid_opensmile_egemaps_metrics,,,catboost,cough,,top_stable_120,,,,,,,,,,platt,8331,0.512,0.041,0.501,0.218,0.785,0.060,0.103,0.221,0.359
external_model_grid_panns_metrics,,,logistic_regression,cough,,all,,,,,,,,,,platt,8331,0.499,0.035,0.493,0.211,0.775,0.056,0.112,0.264,0.395
external_model_grid_panns_metrics,,,logistic_regression,cough,,drop_high_shift,,,,,,,,,,platt,8331,0.502,0.035,0.493,0.214,0.771,0.056,0.115,0.271,0.404
external_model_grid_panns_metrics,,,random_forest,cough,,all,,,,,,,,,,platt,8331,0.483,0.032,0.492,0.189,0.795,0.054,0.115,0.276,0.406
external_model_grid_panns_metrics,,,random_forest,cough,,drop_high_shift,,,,,,,,,,platt,8331,0.478,0.031,0.490,0.351,0.628,0.059,0.117,0.282,0.412
external_model_grid_panns_metrics,,,xgboost,cough,,all,,,,,,,,,,platt,8331,0.470,0.034,0.499,0.218,0.781,0.059,0.113,0.262,0.396
external_model_grid_panns_metrics,,,xgboost,cough,,drop_high_shift,,,,,,,,,,platt,8331,0.476,0.033,0.490,0.375,0.605,0.060,0.115,0.270,0.403
external_model_grid_panns_metrics,,,lightgbm,cough,,all,,,,,,,,,,platt,8331,0.473,0.034,0.489,0.214,0.765,0.054,0.110,0.253,0.388
external_model_grid_panns_metrics,,,lightgbm,cough,,drop_high_shift,,,,,,,,,,platt,8331,0.484,0.034,0.494,0.330,0.657,0.060,0.114,0.265,0.399
external_model_grid_panns_metrics,,,catboost,cough,,all,,,,,,,,,,platt,8331,0.478,0.034,0.484,0.200,0.767,0.052,0.111,0.258,0.391
external_model_grid_panns_metrics,,,catboost,cough,,drop_high_shift,,,,,,,,,,platt,8331,0.495,0.034,0.498,0.330,0.666,0.061,0.112,0.266,0.396
coughvid_internal_beats_metrics,,,logistic_regression,cough,,all,,,,,coughvid,,,,,platt,1667,0.698,0.103,0.636,0.737,0.536,0.099,0.032,0.005,0.140
coughvid_internal_beats_metrics,,,random_forest,cough,,all,,,,,coughvid,,,,,platt,1667,0.751,0.122,0.659,0.632,0.686,0.120,0.033,0.000,0.148
coughvid_internal_beats_metrics,,,xgboost,cough,,all,,,,,coughvid,,,,,platt,1667,0.738,0.148,0.685,0.667,0.702,0.132,0.032,0.002,0.137
coughvid_internal_beats_metrics,,,lightgbm,cough,,all,,,,,coughvid,,,,,platt,1667,0.756,0.143,0.663,0.632,0.695,0.123,0.033,0.000,0.148
coughvid_internal_beats_metrics,,,catboost,cough,,all,,,,,coughvid,,,,,platt,1667,0.718,0.141,0.599,0.719,0.478,0.087,0.033,0.001,0.145
coughvid_internal_opensmile_egemaps_metrics,,,logistic_regression,cough,,all,,,,,coughvid,,,,,platt,1667,0.763,0.120,0.689,0.561,0.817,0.167,0.032,0.001,0.136
coughvid_internal_opensmile_egemaps_metrics,,,random_forest,cough,,all,,,,,coughvid,,,,,platt,1667,0.738,0.093,0.671,0.860,0.483,0.104,0.033,0.000,0.148
coughvid_internal_opensmile_egemaps_metrics,,,xgboost,cough,,all,,,,,coughvid,,,,,platt,1667,0.739,0.114,0.690,0.649,0.731,0.140,0.032,0.002,0.140
coughvid_internal_opensmile_egemaps_metrics,,,lightgbm,cough,,all,,,,,coughvid,,,,,platt,1667,0.742,0.128,0.662,0.719,0.606,0.112,0.033,0.000,0.147
coughvid_internal_opensmile_egemaps_metrics,,,catboost,cough,,all,,,,,coughvid,,,,,platt,1667,0.716,0.115,0.629,0.807,0.451,0.093,0.033,0.001,0.145
coughvid_internal_panns_metrics,,,logistic_regression,cough,,all,,,,,coughvid,,,,,platt,1667,0.540,0.072,0.530,0.439,0.622,0.072,0.033,0.000,0.148
coughvid_internal_panns_metrics,,,random_forest,cough,,all,,,,,coughvid,,,,,platt,1667,0.652,0.074,0.602,0.561,0.642,0.096,0.033,0.000,0.149
coughvid_internal_panns_metrics,,,xgboost,cough,,all,,,,,coughvid,,,,,platt,1667,0.633,0.058,0.603,0.351,0.855,0.129,0.033,0.000,0.146
coughvid_internal_panns_metrics,,,lightgbm,cough,,all,,,,,coughvid,,,,,platt,1667,0.640,0.066,0.579,0.561,0.597,0.087,0.033,0.000,0.149
coughvid_internal_panns_metrics,,,catboost,cough,,all,,,,,coughvid,,,,,platt,1667,0.629,0.053,0.578,0.333,0.822,0.105,0.033,0.000,0.148
