auroc,auprc,balanced_accuracy,f1,sensitivity,specificity,brier,ece,nll,threshold,n_samples,evaluation_protocol,analysis_family,model_name,modality,feature_strategy,selected_feature_k,fold,fold_unit,metric_split,threshold_source,skipped,n_selected_features,n_folds,auroc_std,auprc_std,balanced_accuracy_std,f1_std,sensitivity_std,specificity_std,brier_std,ece_std,nll_std,paper_comparable_modality_run
0.8429828973843059,0.7663241595556715,0.7634641180415829,0.6758620689655173,0.8166666666666667,0.710261569416499,0.1416044693059165,0.040706302576897,0.4455981859172948,0.2720120777636182,737.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,7,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.7982456140350876,0.6996374810889787,0.7300179797319385,0.6385542168674698,0.7969924812030075,0.6630434782608695,0.1625327387605071,0.0457453733038251,0.4931268449137769,0.2720120777636182,409.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,7,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.7916918175720993,0.727899453557676,0.7326584507042253,0.6398390342052314,0.6625,0.8028169014084507,0.1694677965844275,0.1139050925641849,0.5731632518254296,0.3445953629229025,737.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,8,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.7913261414405579,0.6736189211414583,0.7192301405688133,0.6201550387596899,0.6015037593984962,0.8369565217391305,0.1789092218621535,0.1280074020864641,0.6248728604933538,0.3445953629229025,409.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,8,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.7833542924211938,0.7180308966862542,0.7321596244131455,0.6386554621848739,0.6333333333333333,0.8309859154929577,0.1642720705254221,0.0847195437908039,0.5120799219795278,0.4390806690064963,737.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,8,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.7830990519777705,0.6658300000841846,0.7100359594638771,0.6076923076923076,0.5939849624060151,0.8260869565217391,0.1694449591243239,0.0547015400074613,0.5299567634065336,0.4390806690064963,409.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,8,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.7784456740442656,0.715446765295856,0.7223298122065728,0.6210268948655256,0.5291666666666667,0.9154929577464788,0.1695619517547301,0.0912082003782727,0.5192292488842082,0.6092428267002106,737.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,8,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.7804838182412553,0.6632713485422463,0.6802740547019723,0.5504587155963303,0.4511278195488721,0.9094202898550724,0.1710381781822953,0.0678508188894296,0.5376790380893266,0.6092428267002106,409.0,paper_comparable_10fold_cv,paper_comparable_cv,xgboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,8,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.7857142857142858,0.702168331393285,0.7178697183098591,0.6164383561643836,0.5625,0.8732394366197183,0.1655354324734856,0.0712088678693961,0.5011158696720017,0.5,737.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,8,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.8133104500381387,0.7238599694214429,0.7216274381606189,0.6200873362445415,0.5338345864661654,0.9094202898550724,0.1526901905405291,0.0333259520137412,0.4763654629274157,0.5,409.0,paper_comparable_10fold_cv,paper_comparable_cv,svc_rbf_f60,cough,compare_is10_top800_lightgbm,800.0,8,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.8023516096579476,0.7142453917359394,0.7220908786049631,0.6275992438563327,0.6916666666666667,0.7525150905432596,0.1732002020651061,0.1113358233314493,0.5590626833036463,0.2530891603723288,737.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,9,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.8128745777487195,0.7176749984383406,0.7240792197886019,0.6289752650176679,0.6691729323308271,0.7789855072463768,0.1711473509975875,0.1210914076119873,0.5553984593257902,0.2530891603723288,409.0,paper_comparable_10fold_cv,paper_comparable_cv,lightgbm_smote_f80,cough,compare_is10_top800_lightgbm,800.0,9,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.7858777665995977,0.685985942274779,0.7120221327967806,0.6185567010309279,0.75,0.6740442655935613,0.1702256728131186,0.061914383795537,0.5105813621359266,0.3076535543603882,737.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,9,recording,validation,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
0.8137735643456466,0.7190531830177561,0.7343630816170862,0.6426229508196721,0.7368421052631579,0.7318840579710145,0.1569301742736266,0.0578079825730581,0.4816438485645479,0.3076535543603882,409.0,paper_comparable_10fold_cv,paper_comparable_cv,catboost_smote_f80,cough,compare_is10_top800_lightgbm,800.0,9,recording,test,inner_validation_balanced_accuracy,False,800.0,,,,,,,,,,,cough
